affiliation_name,year,publication_count,distinct_authors
Empresa Pública Municipal de Telecomunicaciones,2006,1,1
Empresa Pública Municipal de Telecomunicaciones,2011,1,1
Empresa Pública Municipal de Telecomunicaciones,2013,1,1
Empresa Pública Municipal de Telecomunicaciones,2016,1,1
Empresa Pública Municipal de Telecomunicaciones,2017,4,3
Empresa Pública Municipal de Telecomunicaciones,2018,6,3
Empresa Pública Municipal de Telecomunicaciones,2019,3,3
Empresa Pública Municipal de Telecomunicaciones,2020,2,1
Empresa Pública Municipal de Telecomunicaciones,2021,2,2
Empresa Pública Municipal de Telecomunicaciones,2022,4,3
Empresa Pública Quito-Turismo,2020,1,1
Empresa Pública SIEMBRA EP Centro de Emprendimiento,2015,1,1
Empresa Pública SIEMBRA EP Centro de Emprendimiento,2017,1,1
Empresa Pública SIEMBRA EP Centro de Emprendimiento,2018,2,1
Empresa Pública SIEMBRA EP Centro de Emprendimiento,2019,1,1
Empresa Pública SIEMBRA EP Centro de Emprendimiento,2021,4,1
Empresa Pública SIEMBRA EP Centro de Emprendimiento,2022,1,1
Empresa Pública de Agua Potable y Alcantarillado de Antonio Ante,2017,1,1
Empresa Pública de Fármacos,2004,1,1
Empresa Pública de Fármacos,2007,1,1
Empresa Pública de Fármacos,2008,1,1
Empresa Pública de Fármacos,2014,5,3
Empresa Pública de Fármacos,2015,1,1
Empresa Pública de Fármacos,2016,2,1
Empresa Pública de Fármacos,2017,3,1
Empresa Pública de Fármacos,2018,6,1
Empresa Pública de Fármacos,2019,4,1
Empresa Pública de Fármacos,2020,12,1
Empresa Pública de Fármacos,2021,26,1
Empresa Pública de Fármacos,2022,15,1
Empresa Pública de Gestión Ambiental de Castilla-La Mancha (GEACAM),2019,1,1
Empresa Pública de Hidrocarburos del Ecuador (EP Petroecuador),2019,1,1
Empresa Pública de Hidrocarburos del Ecuador EP PETROECUADOR,2020,1,2
Empresa de Capacitación Internacional,2018,4,1
Empresa de Capacitación Internacional,2020,1,1
Empresarial de la Universidad de Cuenca,2017,1,1
Empresarial de la Universidad de Cuenca,2018,1,1
Empresarial de la Universidad de Cuenca,2019,2,1
Empresarial de la Universidad de Cuenca,2021,1,1
Empresas Siguenza Vintimilla,2019,1,2
Empressa Metropolitanta A.,2003,1,1
EnCanEcuador Corporation,2003,1,1
Enap-Sipetrol,2019,1,1
Endoscopic Bariatric,2021,1,5
Energy &amp; Palma SA,2019,1,2
Energy &amp; Palma SA,2020,2,2
Energy Company Ecuador,2004,1,1
Energías del Agro San Juan,2019,1,1
Enfarma EP,2016,1,1
Enfarma EP,2017,1,1
Enfarma EP,2018,1,1
Enfarma EP,2019,2,1
Enfarma EP,2020,2,1
Enfarma EP,2021,3,1
Enfarma EP,2022,3,1
Enfermera del Hospital Luis. F. Martínez,2018,1,1
Enfermera hospital básico san francisco de Tenguel,2021,1,1
Engineering Department,2020,1,1
Engineering Department,2021,1,1
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2002,1,1
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2003,4,2
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2004,3,3
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2005,6,5
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2006,5,2
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2007,7,6
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2008,6,3
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2009,14,6
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2010,10,2
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2011,19,3
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2012,24,11
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2013,12,4
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2014,8,6
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2015,7,4
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2016,14,4
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2017,7,5
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2018,16,1
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2019,8,1
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2020,26,2
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2021,4,1
Enrique C. Sotomayor Obstetrics and Gynecology Hospital,2022,7,1
Ensusitio,2016,1,1
Ensusitio,2017,4,2
Ensusitio,2018,2,2
Ensusitio,2019,2,2
Ensusitio,2020,6,2
Ensusitio Arq,2016,3,3
Ensusitio Arq,2017,4,2
Ensusitio Arq,2018,2,2
Ensusitio Arq,2019,2,2
Ensusitio Arq,2020,6,2
Entomology,2013,1,1
Entomology,2014,1,1
Environmental Analysis and Evaluation Laboratories,2015,1,1
Environmental Analysis and Evaluation Laboratories,2016,1,1
Environmental Analysis and Evaluation Laboratories,2021,1,1
Epidemiology,2008,1,1
Epidemiology,2009,1,1
Epidemiology,2010,2,1
Epidemiology,2011,4,1
Epidemiology,2012,2,1
Epidemiology,2013,4,1
Epidemiology,2014,1,1
Epidemiology,2015,1,1
Epidemiology,2016,1,1
Epidemiology,2017,2,1
Epidemiology,2018,5,1
Epidemiology,2019,2,1
Epidemiology,2020,5,1
Epidemiology,2021,4,1
Epidemiology,2022,1,1
Epidemiology Area,2003,1,1
Epidemiology Department,2015,1,1
Epidemiology Surveillance,2017,1,1
Epidemiology and Pathology Laboratory,2008,1,1
Epidemiology and Pathology Laboratory,2009,1,3
Epidemiology and Pathology Laboratory,2010,2,3
Epidemiology and Pathology Laboratory,2011,4,3
Epidemiology and Pathology Laboratory,2012,2,3
Epidemiology and Pathology Laboratory,2013,5,4
Epidemiology and Pathology Laboratory,2014,1,4
Epidemiology and Pathology Laboratory,2015,1,3
Epidemiology and Pathology Laboratory,2016,1,1
Epidemiology and Pathology Laboratory,2017,2,1
Epidemiology and Pathology Laboratory,2018,5,1
Epidemiology and Pathology Laboratory,2019,3,4
Epidemiology and Pathology Laboratory,2020,5,1
Epidemiology and Pathology Laboratory,2021,4,1
Epidemiology and Pathology Laboratory,2022,1,1
Equaflor-A,2020,1,1
Equaflor-A,2021,1,1
Equanativa Cía. Ltda,2018,1,1
Equatorian Institute of Digestive Diseases,2008,1,1
Equatorian Institute of Digestive Diseases,2010,1,1
Equatorian Institute of Digestive Diseases,2011,1,2
Equatorian Institute of Digestive Diseases,2012,2,2
Equatorian Institute of Digestive Diseases,2013,1,2
Equatorian Institute of Digestive Diseases,2014,1,2
Equatorian Institute of Digestive Diseases,2015,2,2
Equatorian Institute of Digestive Diseases,2016,2,1
Equatorian Institute of Digestive Diseases,2017,3,2
Equatorian Institute of Digestive Diseases,2018,3,1
Equatorian Institute of Digestive Diseases,2019,10,2
Equatorian Institute of Digestive Diseases,2020,6,1
Equatorian Institute of Digestive Diseases,2021,5,2
Equatorian Institute of Digestive Diseases,2022,10,1
Equatorian Social Security Institute,1998,1,1
Equidad,2004,1,1
Equidad,2014,4,1
Equidad,2015,2,1
Equidad,2017,1,1
Equimed Ambulatory Practice,2019,1,1
Equimed Ambulatory Practice,2022,1,1
Equinoctial Technical University,2019,2,2
Equinoctial Technical University,2020,1,1
Equipo de Investigación de la Sociedad Ecuatoriana de Cirugía Bariátrica y Metabólica (SECBAMET),2017,1,1
Equipo de Investigación de la Sociedad Ecuatoriana de Cirugía Bariátrica y Metabólica (SECBAMET),2020,1,1
Equipo de Investigación de la Sociedad Ecuatoriana de Cirugía Bariátrica y Metabólica (SECBAMET),2021,6,2
Equipo de Investigación de la Sociedad Ecuatoriana de Cirugía Bariátrica y Metabólica (SECBAMET),2022,1,9
Escla. Sup. Politecnica de C.,1996,1,1
Escla. Univ. de Enfermería,1999,1,1
Escuela Fiscal Unidad Educativa Nacional Napo,2018,1,1
Escuela Fiscal Unidad Educativa Nacional Napo,2021,1,1
Escuela Poitecnica Nacional,1988,1,1
Escuela Poitecnica Nacional,1989,1,1
Escuela PolitCrossed D Sign©cnica Nacional,2012,1,1
Escuela PolitCrossed D Sign©cnica Nacional,2014,1,1
Escuela PolitCrossed D Sign©cnica Nacional,2015,1,1
Escuela PolitCrossed D Sign©cnica Nacional,2017,5,2
Escuela PolitCrossed D Sign©cnica Nacional,2018,5,2
Escuela PolitCrossed D Sign©cnica Nacional,2019,6,2
Escuela PolitCrossed D Sign©cnica Nacional,2020,4,2
Escuela PolitCrossed D Sign©cnica Nacional,2021,1,1
Escuela PolitCrossed D Sign©cnica Nacional,2022,2,2
Escuela Polit_ecnica Nacional,2012,1,2
Escuela Polit_ecnica Nacional,2014,2,2
Escuela Polit_ecnica Nacional,2015,1,1
Escuela Polit_ecnica Nacional,2016,1,1
Escuela Polit_ecnica Nacional,2017,9,2
Escuela Polit_ecnica Nacional,2018,4,2
Escuela Polit_ecnica Nacional,2019,4,2
Escuela Polit_ecnica Nacional,2020,3,4
Escuela Polit_ecnica Nacional,2021,7,3
Escuela Polit_ecnica Nacional,2022,4,2
Escuela Politcnica,2017,3,1
Escuela Politcnica,2018,2,1
Escuela Politcnica,2020,1,1
Escuela Politcnica,2022,1,1
Escuela Politica Nacional,2013,1,1
Escuela Politica Nacional,2015,2,1
Escuela Politica Nacional,2016,2,1
Escuela Politica Nacional,2017,1,1
Escuela Politica Nacional,2018,4,1
Escuela Politica Nacional,2019,1,1
Escuela Politica Nacional,2020,1,1
Escuela Politkcnica Nacional,1988,1,1
Escuela Politkcnica Nacional,1990,1,1
Escuela Politkcnica Nacional,1992,1,1
Escuela Politkcnica Nacional,1993,2,1
Escuela Politkcnica Nacional,1994,2,2
Escuela Politkcnica Nacional,1998,1,1
Escuela Politkcnica Nacional,1999,1,1
Escuela Politkcnica Nacional,2000,1,1
Escuela Politkcnica Nacional,2001,1,1
Escuela Politkcnica Nacional,2002,3,1
Escuela Politkcnica Nacional,2003,7,1
Escuela Politkcnica Nacional,2004,2,1
Escuela Politkcnica Nacional,2006,2,1
Escuela Politkcnica Nacional,2007,3,1
Escuela Politkcnica Nacional,2008,3,1
Escuela Politkcnica Nacional,2009,7,1
Escuela Politkcnica Nacional,2011,2,1
Escuela Politkcnica Nacional,2016,1,1
Escuela Politkcnica Nacional,2017,4,1
Escuela Politkcnica Nacional,2018,5,1
Escuela Politkcnica Nacional,2019,2,1
Escuela Politkcnica Nacional,2020,4,1
Escuela Politkcnica Nacional,2021,7,1
Escuela Politkcnica Nacional,2022,6,1
Escuela Polittécnica Nacional,2016,4,2
Escuela Polittécnica Nacional,2017,3,3
Escuela Polittécnica Nacional,2018,12,2
Escuela Polittécnica Nacional,2019,5,1
Escuela Polittécnica Nacional,2020,5,1
Escuela Polittécnica Nacional,2021,6,2
Escuela Polittécnica Nacional,2022,3,2
Escuela Politácnica Nacional,2015,4,1
Escuela Politácnica Nacional,2016,2,1
Escuela Politácnica Nacional,2017,3,2
Escuela Politácnica Nacional,2018,7,2
Escuela Politácnica Nacional,2019,12,3
Escuela Politácnica Nacional,2020,14,5
Escuela Politácnica Nacional,2021,12,5
Escuela Politácnica Nacional,2022,7,3
Escuela Politécnia del Ejercito,2012,3,1
Escuela Politécnia del Ejercito,2014,2,1
Escuela Politécnia del Ejercito,2015,7,1
Escuela Politécnia del Ejercito,2016,15,1
Escuela Politécnia del Ejercito,2017,38,1
Escuela Politécnia del Ejercito,2018,37,1
Escuela Politécnia del Ejercito,2019,22,1
Escuela Politécnia del Ejercito,2020,18,1
Escuela Politécnia del Ejercito,2021,15,1
Escuela Politécnia del Ejercito,2022,16,1
Escuela Politécnica,2017,2,1
Escuela Politécnica,2018,4,1
Escuela Politécnica,2019,1,1
Escuela Politécnica,2020,5,1
Escuela Politécnica Nacional,1935,2,2
Escuela Politécnica Nacional,1936,2,1
Escuela Politécnica Nacional,1938,1,1
Escuela Politécnica Nacional,1942,1,1
Escuela Politécnica Nacional,1954,1,1
Escuela Politécnica Nacional,1957,1,2
Escuela Politécnica Nacional,1963,1,1
Escuela Politécnica Nacional,1965,1,1
Escuela Politécnica Nacional,1968,3,3
Escuela Politécnica Nacional,1970,2,3
Escuela Politécnica Nacional,1973,1,1
Escuela Politécnica Nacional,1975,1,1
Escuela Politécnica Nacional,1977,1,3
Escuela Politécnica Nacional,1978,1,1
Escuela Politécnica Nacional,1980,2,1
Escuela Politécnica Nacional,1981,1,1
Escuela Politécnica Nacional,1982,3,6
Escuela Politécnica Nacional,1983,1,1
Escuela Politécnica Nacional,1985,4,5
Escuela Politécnica Nacional,1986,3,3
Escuela Politécnica Nacional,1987,1,1
Escuela Politécnica Nacional,1988,3,9
Escuela Politécnica Nacional,1989,4,4
Escuela Politécnica Nacional,1990,3,4
Escuela Politécnica Nacional,1991,5,3
Escuela Politécnica Nacional,1992,3,3
Escuela Politécnica Nacional,1993,6,5
Escuela Politécnica Nacional,1994,5,4
Escuela Politécnica Nacional,1995,6,6
Escuela Politécnica Nacional,1996,11,15
Escuela Politécnica Nacional,1997,13,21
Escuela Politécnica Nacional,1998,9,17
Escuela Politécnica Nacional,1999,17,24
Escuela Politécnica Nacional,2000,15,13
Escuela Politécnica Nacional,2001,19,11
Escuela Politécnica Nacional,2002,33,28
Escuela Politécnica Nacional,2003,26,16
Escuela Politécnica Nacional,2004,21,27
Escuela Politécnica Nacional,2005,34,44
Escuela Politécnica Nacional,2006,38,33
Escuela Politécnica Nacional,2007,34,49
Escuela Politécnica Nacional,2008,44,41
Escuela Politécnica Nacional,2009,43,31
Escuela Politécnica Nacional,2010,42,38
Escuela Politécnica Nacional,2011,36,34
Escuela Politécnica Nacional,2012,52,58
Escuela Politécnica Nacional,2013,70,69
Escuela Politécnica Nacional,2014,108,92
Escuela Politécnica Nacional,2015,192,145
Escuela Politécnica Nacional,2016,294,241
Escuela Politécnica Nacional,2017,411,353
Escuela Politécnica Nacional,2018,593,495
Escuela Politécnica Nacional,2019,673,477
Escuela Politécnica Nacional,2020,739,521
Escuela Politécnica Nacional,2021,615,546
Escuela Politécnica Nacional,2022,327,345
Escuela Politécnica Nacional Ladrón de Guevara,2017,2,1
Escuela Politécnica Nacional Ladrón de Guevara,2019,1,1
Escuela Politécnica Nacional Ladrón de Guevara,2020,1,1
Escuela Politécnica Nacional Ladrón de Guevara,2021,1,1
Escuela Politécnica Nacional Ladrón de Guevara,2022,3,1
Escuela Politécnica Nacional de Ecuador,2017,1,1
Escuela Politécnica Nacional de Ecuador,2018,4,1
Escuela Politécnica Nacional de Ecuador,2019,7,1
Escuela Politécnica Nacional de Ecuador,2021,1,1
Escuela Politécnica Nacional de Ecuador,2022,1,1
Escuela Politécnica Nacional del Ecuador,2017,3,1
Escuela Politécnica Nacional del Ecuador,2018,3,1
Escuela Politécnica Nacional del Ecuador,2019,6,1
Escuela Politécnica Nacional del Ecuador,2020,5,1
Escuela Politécnica Nacional del Ecuador,2021,1,1
Escuela Politécnica Nacional del Ecuador,2022,2,1
Escuela Politécnica Superior Politécnica de Chimborazo,2017,1,1
Escuela Politécnica Superior Politécnica de Chimborazo,2018,8,1
Escuela Politécnica Superior Politécnica de Chimborazo,2019,6,1
Escuela Politécnica Superior Politécnica de Chimborazo,2020,3,1
Escuela Politécnica Superior Politécnica de Chimborazo,2021,2,1
Escuela Politécnica Superior Politécnica de Chimborazo,2022,1,1
Escuela Politécnica de Chimborazo,2019,1,2
Escuela Politécnica del Ejéricto,2010,1,1
Escuela Politécnica del Ejéricto,2011,1,1
Escuela Politécnica del Ejéricto,2012,1,1
Escuela Politécnicamenk Nacional,2006,1,1
Escuela Politécnicamenk Nacional,2009,3,1
Escuela Politécnicamenk Nacional,2010,1,1
Escuela Politécnicamenk Nacional,2012,1,1
Escuela Politécnicamenk Nacional,2013,2,1
Escuela Politécnicamenk Nacional,2014,1,1
Escuela Politécnicamenk Nacional,2015,4,1
Escuela Politécnicamenk Nacional,2016,6,1
Escuela Politécnicamenk Nacional,2017,8,1
Escuela Politécnicamenk Nacional,2018,4,1
Escuela Politécnicamenk Nacional,2019,5,1
Escuela Politécnicamenk Nacional,2020,7,1
Escuela Politécnicamenk Nacional,2021,4,1
Escuela Politécnicamenk Nacional,2022,4,1
Escuela Politénica Nacional,1997,1,1
Escuela Politénica Nacional,1998,1,1
Escuela Politénica Nacional,1999,2,1
Escuela Politénica Nacional,2002,1,1
Escuela Politénica Nacional,2004,2,1
Escuela Politénica Nacional,2005,1,1
Escuela Politénica Nacional,2007,1,1
Escuela Politénica Nacional,2008,7,1
Escuela Politénica Nacional,2009,2,1
Escuela Politénica Nacional,2010,2,1
Escuela Politénica Nacional,2011,1,1
Escuela Politénica Nacional,2012,1,1
Escuela Politénica Nacional,2015,1,1
Escuela Politénica Nacional,2016,4,2
Escuela Politénica Nacional,2017,16,6
Escuela Politénica Nacional,2018,28,6
Escuela Politénica Nacional,2019,23,6
Escuela Politénica Nacional,2020,27,7
Escuela Politénica Nacional,2021,11,6
Escuela Politénica Nacional,2022,5,5
Escuela Polit́cnica del Ej́rcito,2004,1,1
Escuela Polit́cnica del Ej́rcito,2006,1,1
Escuela Polit́cnica del Ej́rcito,2008,1,1
Escuela Polit́cnica del Ej́rcito,2016,1,1
Escuela Polit́cnica del Ej́rcito,2017,4,1
Escuela Polit́cnica del Ej́rcito,2021,1,1
Escuela Poliécnica Nacional,2013,1,1
Escuela Poliécnica Nacional,2014,1,1
Escuela Poliécnica Nacional,2015,2,1
Escuela Poliécnica Nacional,2016,6,1
Escuela Polotecnica Nacional,2019,12,1
Escuela Polotecnica Nacional,2020,6,1
Escuela Poltécnica Nacional,2019,1,1
Escuela Poltécnica Nacional,2020,1,1
Escuela Poltécnica Nacional,2021,1,1
Escuela Poltécnica Nacional,2022,2,1
Escuela Polytecnica Nacional,2015,1,1
Escuela Polytecnica Nacional,2016,1,2
Escuela Polytecnica Nacional,2018,1,1
Escuela Polytecnica Nacional,2019,3,2
Escuela Polytecnica Nacional,2020,10,2
Escuela Polytecnica Nacional,2021,11,2
Escuela Polytecnica Nacional,2022,6,2
Escuela República de Colombia,2021,1,1
Escuela Runakunapak Yachay,2022,1,1
Escuela San Juan de Jerusalen,2021,1,1
Escuela Superior Agropecuaria de Manabi-Manuel Felix Lopez (ESPAM-MFL),2022,1,1
Escuela Superior Militar ‘Eloy Alfaro’,2017,1,1
Escuela Superior Polit cnica Del Litoral ESPOL,2014,1,1
Escuela Superior Polit cnica Del Litoral ESPOL,2016,1,1
Escuela Superior Polit cnica Del Litoral ESPOL,2017,1,1
Escuela Superior Polit cnica Del Litoral ESPOL,2018,4,1
Escuela Superior Polit cnica Del Litoral ESPOL,2019,1,1
Escuela Superior Polit cnica Del Litoral ESPOL,2020,6,1
Escuela Superior Polit cnica Del Litoral ESPOL,2021,4,1
Escuela Superior Polit cnica Del Litoral ESPOL,2022,1,1
Escuela Superior Politecnica Agropecuaria de Manabi 'Manuel Félix López',2018,1,1
Escuela Superior Politecnica Agropecuaria de Manabi 'Manuel Félix López',2019,1,3
Escuela Superior Politecnica Agropecuaria de Manabi 'Manuel Félix López',2020,1,1
Escuela Superior Politecnica Agropecuaria de Manabi Manuel Felix Lopez (ESPAM),2013,2,1
Escuela Superior Politecnica Agropecuaria de Manabi Manuel Felix Lopez (ESPAM),2014,1,1
Escuela Superior Politecnica Agropecuaria de Manabi Manuel Felix Lopez (ESPAM),2016,1,1
Escuela Superior Politecnica Agropecuaria de Manabi Manuel Felix Lopez (ESPAM),2018,1,1
Escuela Superior Politecnica Agropecuaria de Manabi Manuel Felix Lopez (ESPAM),2019,6,1
Escuela Superior Politecnica Agropecuaria de Manabi Manuel Felix Lopez (ESPAM),2020,2,1
Escuela Superior Politecnica del Ejercito – ESPE,2000,2,1
Escuela Superior Politecnica del Ejercito – ESPE,2003,1,1
Escuela Superior Politecnica del Ejercito – ESPE,2005,1,1
Escuela Superior Politecnica del Ejercito – ESPE,2006,1,1
Escuela Superior Politecnica del Ejercito – ESPE,2007,1,1
Escuela Superior Politecnica del Ejercito – ESPE,2008,3,1
Escuela Superior Politecnica del Ejercito – ESPE,2010,1,1
Escuela Superior Politecnica del Ejercito – ESPE,2012,2,1
Escuela Superior Politecnica del Ejercito – ESPE,2013,1,1
Escuela Superior Politecnica del Ejercito – ESPE,2014,2,1
Escuela Superior Politecnica del Ejercito – ESPE,2015,6,1
Escuela Superior Politecnica del Ejercito – ESPE,2016,17,1
Escuela Superior Politecnica del Ejercito – ESPE,2017,18,1
Escuela Superior Politecnica del Ejercito – ESPE,2018,24,1
Escuela Superior Politecnica del Ejercito – ESPE,2019,20,1
Escuela Superior Politecnica del Ejercito – ESPE,2020,29,1
Escuela Superior Politecnica del Ejercito – ESPE,2021,21,2
Escuela Superior Politecnica del Ejercito – ESPE,2022,21,2
Escuela Superior Politecnica del Litoral Ecuador,1972,1,1
Escuela Superior Politecnica del Litoral Ecuador,1982,1,2
Escuela Superior Politecnica del Litoral Ecuador,1983,1,1
Escuela Superior Politecnica del Litoral Ecuador,1985,3,2
Escuela Superior Politecnica del Litoral Ecuador,1987,1,1
Escuela Superior Politecnica del Litoral Ecuador,1989,2,2
Escuela Superior Politecnica del Litoral Ecuador,1990,1,1
Escuela Superior Politecnica del Litoral Ecuador,1993,1,1
Escuela Superior Politecnica del Litoral Ecuador,1994,4,6
Escuela Superior Politecnica del Litoral Ecuador,1995,3,3
Escuela Superior Politecnica del Litoral Ecuador,1996,5,5
Escuela Superior Politecnica del Litoral Ecuador,1997,7,6
Escuela Superior Politecnica del Litoral Ecuador,1998,10,8
Escuela Superior Politecnica del Litoral Ecuador,1999,9,11
Escuela Superior Politecnica del Litoral Ecuador,2000,5,5
Escuela Superior Politecnica del Litoral Ecuador,2001,5,9
Escuela Superior Politecnica del Litoral Ecuador,2002,4,10
Escuela Superior Politecnica del Litoral Ecuador,2003,7,12
Escuela Superior Politecnica del Litoral Ecuador,2004,15,20
Escuela Superior Politecnica del Litoral Ecuador,2005,24,19
Escuela Superior Politecnica del Litoral Ecuador,2006,24,30
Escuela Superior Politecnica del Litoral Ecuador,2007,18,30
Escuela Superior Politecnica del Litoral Ecuador,2008,23,22
Escuela Superior Politecnica del Litoral Ecuador,2009,25,28
Escuela Superior Politecnica del Litoral Ecuador,2010,29,25
Escuela Superior Politecnica del Litoral Ecuador,2011,37,31
Escuela Superior Politecnica del Litoral Ecuador,2012,43,46
Escuela Superior Politecnica del Litoral Ecuador,2013,59,59
Escuela Superior Politecnica del Litoral Ecuador,2014,99,118
Escuela Superior Politecnica del Litoral Ecuador,2015,134,154
Escuela Superior Politecnica del Litoral Ecuador,2016,244,262
Escuela Superior Politecnica del Litoral Ecuador,2017,345,408
Escuela Superior Politecnica del Litoral Ecuador,2018,431,510
Escuela Superior Politecnica del Litoral Ecuador,2019,498,552
Escuela Superior Politecnica del Litoral Ecuador,2020,522,536
Escuela Superior Politecnica del Litoral Ecuador,2021,595,642
Escuela Superior Politecnica del Litoral Ecuador,2022,321,374
Escuela Superior Politecnica del Litoral Ecuador,2023,1,1
Escuela Superior Politécnica,2011,1,1
Escuela Superior Politécnica,2012,3,1
Escuela Superior Politécnica,2014,2,1
Escuela Superior Politécnica,2016,1,2
Escuela Superior Politécnica Agropecuaria,2021,1,1
Escuela Superior Politécnica Agropecuaria Manuel Félix López,2012,2,1
Escuela Superior Politécnica Agropecuaria Manuel Félix López,2013,1,1
Escuela Superior Politécnica Agropecuaria Manuel Félix López,2015,1,1
Escuela Superior Politécnica Agropecuaria de Manabí,2014,4,2
Escuela Superior Politécnica Agropecuaria de Manabí,2015,2,2
Escuela Superior Politécnica Agropecuaria de Manabí,2016,6,5
Escuela Superior Politécnica Agropecuaria de Manabí,2017,4,3
Escuela Superior Politécnica Agropecuaria de Manabí,2018,10,9
Escuela Superior Politécnica Agropecuaria de Manabí,2019,15,16
Escuela Superior Politécnica Agropecuaria de Manabí,2020,11,12
Escuela Superior Politécnica Agropecuaria de Manabí,2021,8,11
Escuela Superior Politécnica Agropecuaria de Manabí,2022,6,5
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM MFL),2015,1,1
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM MFL),2018,1,1
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM MFL),2019,1,1
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM MFL),2020,4,1
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM MFL),2022,2,2
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM),2016,3,1
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM),2017,2,1
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM),2018,2,1
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM),2019,3,2
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM),2020,2,1
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM),2021,1,1
Escuela Superior Politécnica Agropecuaria de Manabí (ESPAM),2022,1,1
Escuela Superior Politécnica Agropecuaria de Manabí MFL,2015,1,1
Escuela Superior Politécnica Agropecuaria de Manabí MFL,2018,1,1
Escuela Superior Politécnica Agropecuaria de Manabí MFL,2019,1,1
Escuela Superior Politécnica Agropecuaria de Manabí MFL,2020,4,1
Escuela Superior Politécnica Agropecuaria de Manabí MFL,2022,1,1
Escuela Superior Politécnica Agropecuaria de Manabí Manual Feliz López,2018,1,3
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix,2012,2,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix,2013,1,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix,2015,1,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,2014,4,2
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,2015,2,2
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,2016,2,3
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,2017,1,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,2018,6,9
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,2019,11,18
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,2020,17,21
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,2021,11,7
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,2022,10,15
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAM-MFL) Bolívar,2018,2,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAM-MFL) Bolívar,2019,2,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAM-MFL) Bolívar,2020,2,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAM-MFL) Bolívar,2021,1,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAM-MFL) Bolívar,2022,1,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAMMFL),2013,2,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAMMFL),2014,1,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAMMFL),2016,1,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAMMFL),2018,3,2
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAMMFL),2019,8,2
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAMMFL),2020,4,2
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAMMFL),2021,1,1
Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López (ESPAMMFL),2022,1,1
Escuela Superior Politécnica Agropecuaria de Manabí «Manuel Félix López» ESPAM-MFL,2021,1,3
