affiliation_name,year,publication_count,distinct_authors
Prometheus Program,2018,2,1
Prometheus Program,2019,1,1
Prometheus Program,2020,1,1
Promotora Institucional. Universidad Laica “Vicente Rocafuerte” de Guayaquil,2018,1,1
Pronaca,1993,1,1
Pronaca,2004,1,1
Protea Solandinio,2010,1,1
Protesub Medical Centre,2005,1,1
Provemovil S.A.,2016,1,1
Provincia Del Carchi,2021,1,1
Provincial Direction of Epidemiology,2000,1,1
Provincial Hospital Homero Castanier Crespo,2001,1,1
Provincial Tuberculosis Control Programme,2004,1,1
Provincial Tuberculosis Control Programme,2005,1,3
Provincial Tuberculosis Control Programme,2010,1,1
Provincial en la Corporación Nacional de Telecomunicaciones de Ecuador CNT E.P,2016,2,1
Proyecto Aguarico,1996,1,2
Proyecto Aguarico,1999,1,1
Proyecto Aguarico,2000,2,2
Proyecto Aguarico,2001,2,1
Proyecto Aguarico,2002,3,1
Proyecto Aguarico,2003,3,1
Proyecto Aguarico,2004,5,1
Proyecto Aguarico,2005,2,1
Proyecto Aguarico,2008,1,1
Proyecto Ciudad Patrimonio Mundial Facultad de Arquitectura y Urbanismo - Universidad de Cuenca,2020,5,2
Proyecto Conserv. Bosque Tropical,2004,1,1
Proyecto Conservation de la Biodiversidad en El Ecuador,1999,1,1
Proyecto Geoparque Napo-Sumaco,2017,1,1
Proyecto Geoparque Napo-Sumaco,2018,1,1
Proyecto Geoparque Napo-Sumaco,2019,2,1
Proyecto Geoparque Napo-Sumaco,2021,1,1
Proyecto Ingapirca,2017,1,1
Proyecto Manejo de Recurs. Costeros,1997,1,1
Proyecto Manejo de Recurs. Costeros,1998,1,1
Proyecto Minero,1970,2,3
Proyecto Paisajes Vida Silvestre - Ministerio Del Ambiente,2013,1,1
Proyecto Paisajes Vida Silvestre - Ministerio Del Ambiente,2017,1,1
Proyecto Paisajes Vida Silvestre - Ministerio Del Ambiente,2018,1,1
Proyecto Paisajes Vida Silvestre - Ministerio Del Ambiente,2020,1,1
Proyecto Prometeo,1990,1,1
Proyecto Prometeo,1995,2,2
Proyecto Prometeo,1996,1,2
Proyecto Prometeo,1997,1,2
Proyecto Prometeo,1998,2,2
Proyecto Prometeo,1999,1,1
Proyecto Prometeo,2000,1,1
Proyecto Prometeo,2001,1,1
Proyecto Prometeo,2003,2,1
Proyecto Prometeo,2004,3,2
Proyecto Prometeo,2006,1,1
Proyecto Prometeo,2007,1,1
Proyecto Prometeo,2008,1,2
Proyecto Prometeo,2012,3,1
Proyecto Prometeo,2013,6,1
Proyecto Prometeo,2014,8,1
Proyecto Prometeo,2015,17,6
Proyecto Prometeo,2016,17,5
Proyecto Prometeo,2017,5,4
Proyecto Prometeo,2018,9,4
Proyecto Prometeo,2019,4,2
Proyecto Prometeo,2020,10,5
Proyecto Prometeo,2021,8,2
Proyecto Prometeo,2022,1,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,1998,1,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2004,1,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2006,1,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2012,3,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2013,6,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2014,8,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2015,7,2
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2016,7,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2017,4,2
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2018,4,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2019,3,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2020,3,1
Proyecto Prometeo de la Secretaría Nacional de Ciencia,2021,1,1
Proyecto Prometeo y Secretaría de Educación Superior Ciencia Tecnología e Innovación (SENESCYT),2013,1,1
Proyecto Prometeo-Senescyt,2013,1,1
Proyecto Prometeo-Senescyt,2014,1,1
Proyecto Prometeo-Senescyt,2015,1,1
Proyecto Prometeo-Senescyt,2016,1,1
Proyecto Prometeo-Senescyt,2017,3,1
Proyecto Prometeo-Senescyt,2018,1,1
Proyecto Prometeo-Senescyt,2019,2,1
Proyecto Prometeo-Senescyt,2020,4,1
Proyecto Prometeo-Senescyt,2021,1,1
Proyecto de Investigación de Optimización Energética del Sistema de recaudo de Unidades de Transporte Urbano,2016,2,1
Proyecto de Investigación de Optimización Energética del Sistema de recaudo de Unidades de Transporte Urbano,2017,2,1
Proyecto de Investigación de Optimización Energética del Sistema de recaudo de Unidades de Transporte Urbano,2018,7,2
Proyecto de Investigación de Optimización Energética del Sistema de recaudo de Unidades de Transporte Urbano,2019,14,2
Proyecto de Investigación de Optimización Energética del Sistema de recaudo de Unidades de Transporte Urbano,2020,14,2
Proyecto de Investigación de Optimización Energética del Sistema de recaudo de Unidades de Transporte Urbano,2021,10,2
Proyecto de Investigación de Optimización Energética del Sistema de recaudo de Unidades de Transporte Urbano,2022,5,2
Proyecto de investigación: “Epidemiología perinatal,2017,3,2
Proyecto de investigación: “Epidemiología perinatal,2018,15,4
Proyecto de investigación: “Epidemiología perinatal,2019,24,8
Proyecto de investigación: “Epidemiología perinatal,2020,12,19
Proyecto de investigación: “Epidemiología perinatal,2021,3,2
Proyecto de investigación: “Estrategias regionales para la prevención y control,2017,3,1
Proyecto de investigación: “Estrategias regionales para la prevención y control,2018,15,1
Proyecto de investigación: “Estrategias regionales para la prevención y control,2019,24,3
Proyecto de investigación: “Estrategias regionales para la prevención y control,2020,7,8
Proyecto de investigación: “Estrategias regionales para la prevención y control,2021,3,2
Proyecto de investigación: “Estrategias regionales para la prevención y control de las enfermedades gastrointestinales en América Latina y el Caribe”,2017,3,1
Proyecto de investigación: “Estrategias regionales para la prevención y control de las enfermedades gastrointestinales en América Latina y el Caribe”,2018,15,2
Proyecto de investigación: “Estrategias regionales para la prevención y control de las enfermedades gastrointestinales en América Latina y el Caribe”,2019,25,3
Proyecto de investigación: “Estrategias regionales para la prevención y control de las enfermedades gastrointestinales en América Latina y el Caribe”,2020,9,3
Proyecto de investigación: “Estrategias regionales para la prevención y control de las enfermedades gastrointestinales en América Latina y el Caribe”,2021,4,11
Proyectos y Construcciones Hidroenergeticas PCH Ltd.,2017,1,1
Práctica Privada,2018,1,1
Psicologo Clinico,2020,1,1
Psicología Comparada y Etiología del Centro de Investigación,2020,17,1
Psicología Comparada y Etiología del Centro de Investigación,2021,26,1
Psicología Comparada y Etiología del Centro de Investigación,2022,2,1
Psicorehabilitadora. Investigadora del Centro de Investigación en Neuropsicología del,2016,1,1
Psicorehabilitadora. Investigadora del Centro de Investigación en Neuropsicología del,2017,4,1
Psicorehabilitadora. Investigadora del Centro de Investigación en Neuropsicología del,2018,1,1
Psicorehabilitadora. Investigadora del Centro de Investigación en Neuropsicología del,2019,3,1
Psicorehabilitadora. Investigadora del Centro de Investigación en Neuropsicología del,2020,3,1
Psicorehabilitadora. Investigadora del Centro de Investigación en Neuropsicología del,2021,5,1
Public Company,2016,1,1
Public Company,2022,1,1
Public Procurement Department,2017,2,1
Public Procurement Department,2018,3,1
Public Procurement Department,2019,2,1
Public Procurement Department,2020,1,1
Puerto Ayora,1987,1,1
Puerto Ayora,1996,1,1
Puerto Ayora,2000,1,1
Puerto Ayora,2008,1,1
Puerto Ayora,2013,1,1
Puerto Ayora,2014,1,1
Puerto Ayora,2017,2,1
Puerto Ayora,2018,2,1
Puerto Ayora,2021,1,1
Puerto Azul Mz C7 V14,2019,1,1
Puesto de salud La Canela-Zamora Chinchipe,2019,1,1
Puesto de salud Puruhuay San Gerardo: Riobamba,2019,1,1
Pujilí Hospital and Health District,2014,1,1
Pulmonology Department Military Hospital,2008,1,1
Pulmonology Department Military Hospital,2009,1,1
Pulmonology Department Military Hospital,2013,1,1
Pulmonology Department Military Hospital,2014,5,1
Pulmonology Department Military Hospital,2015,1,1
Pulmonology Department Military Hospital,2016,1,1
Pulmonology Department Military Hospital,2017,3,1
Pulmonology Department Military Hospital,2018,3,1
Pulmonology Department Military Hospital,2019,2,1
Pulmonology Department Military Hospital,2020,9,1
Pulmonology Department Military Hospital,2021,7,1
Pulmonology Department Military Hospital,2022,1,1
Pulmonology Hospital Alfredo J. Valenzuela,2016,4,6
Pulmonology Hospital Alfredo J. Valenzuela,2018,1,1
Punto Focal del Pilar 4 de la Alianza Mundial por el Suelo en Ecuador,2020,1,1
Punto Focal del Pilar 4 de la Alianza Mundial por el Suelo en Ecuador,2021,1,1
Punto Focal del Pilar 4 de la Alianza Mundial por el Suelo en Ecuador,2022,1,1
Páramo Group,2002,2,2
Páramo Group,2004,1,1
Páramo Group,2006,1,1
Páramo Group,2010,1,1
Páramo Group,2011,2,1
Páramo Group,2020,1,1
QCNE,2016,2,1
QCNE,2017,1,1
QCNE,2018,2,1
QCNE,2019,5,1
QCNE,2020,1,1
QCNE,2021,2,1
QCNE,2022,1,1
QF3H + MHW,2021,1,1
QUEJATEAQUI S.A.,2016,1,1
QUEJATEAQUI S.A.,2020,1,1
QUEJATEAQUI S.A.,2021,1,1
QUEJATEAQUI S.A.,2022,1,1
QUID,2022,1,1
Quantics,2017,2,1
Quantics,2022,1,1
Quevedo,2020,1,1
Quimique Cía. Ltda.,2012,1,1
Quita Normal de Agricultura,1922,1,2
Quiteno Libre 527,1979,1,1
Quiteno Libre 527,1989,1,1
Quiteno Libre 527,2001,1,1
Quiteno Libre 527,2002,2,1
Quiteno Libre 527,2003,1,1
Quiteno Libre 527,2004,1,1
Quiteno Libre 527,2005,3,1
Quiteno Libre 527,2007,4,1
Quiteno Libre 527,2008,2,1
Quiteno Libre 527,2009,1,1
Quiteno Libre 527,2010,1,1
Quiteno Libre 527,2011,3,1
Quiteno Libre 527,2012,1,1
Quiteno Libre 527,2013,2,1
Quiteno Libre 527,2015,4,1
Quiteno Libre 527,2017,1,1
Quiteno Libre 527,2019,1,1
Quiteno Libre 527,2020,1,1
Quiteno Libre 527,2021,1,1
Quito Cancer Registry,1996,1,1
Quito Cancer Registry,2015,1,2
Quito Cancer Registry,2016,1,1
Quito Cancer Registry,2017,2,2
Quito Cancer Registry,2019,1,1
Quito Cancer Registry,2021,2,1
Química Indules,2019,1,1
REBS,2017,2,1
REBS,2018,1,1
REBS,2019,2,1
REBS,2020,8,4
REBS,2021,4,3
REBS,2022,2,2
REMCI (Red Ecuatoriana de Mujeres Científicas),2022,1,2
RENTECO S.A.,2019,1,1
REPENSAR,2016,1,1
REPENSAR,2019,4,2
RIMISP,2021,1,1
RML Consultores,2017,1,2
RTB,2008,2,1
RTB,2009,1,1
RTB,2012,1,1
RTB,2017,1,1
RTB,2020,1,1
Radiología e Imágen del Hospital Provincial General “Luis G. Dávila”,2019,1,1
Rancho El Pantanal,2017,1,1
Rancho Santa Rita,2018,1,1
Rancho Santa Rita,2019,1,1
Rancho Santa Rita,2020,4,1
Rancho Santa Rita,2021,1,2
Raymundo Aveiga Educational Unit,2020,1,1
Re:wild,2003,1,1
Re:wild,2004,1,1
Re:wild,2005,4,1
Re:wild,2007,4,1
Re:wild,2009,1,1
Re:wild,2011,1,1
Re:wild,2015,1,1
Re:wild,2016,2,1
Re:wild,2017,1,1
Re:wild,2018,2,1
Re:wild,2019,2,1
Re:wild,2020,1,1
Re:wild,2021,1,1
Re:wild,2022,2,1
ReAct Latin America,2021,1,1
Real Vision Ophthalmology Clinic,2020,1,1
Recinto Puerto el Morro,2018,1,1
Recinto Puerto el Morro,2022,1,1
Rector de la Unidad Educativa 'Luis Rogerio González',2019,1,1
Rectora de la Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López. (ESPAM MFL) Ecuador,2020,1,1
Rectora de la Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López. (ESPAM MFL) Ecuador,2021,2,2
Rectora. Universidad Laica “Vicente Rocafuerte” de Guayaquil,2018,2,1
Rectora. Universidad Laica “Vicente Rocafuerte” de Guayaquil,2020,1,1
Rectora. Universidad Laica “Vicente Rocafuerte” de Guayaquil,2021,1,1
Rectora. Universidad Laica “Vicente Rocafuerte” de Guayaquil,2022,1,1
Red Angel Shingre,2017,1,1
Red Angel Shingre,2019,1,1
Red Ecuatoriana Para el Monitoreo de Fauna Atropellada-REMFA,2018,2,1
Red Ecuatoriana Para el Monitoreo de Fauna Atropellada-REMFA,2019,2,1
Red Ecuatoriana Para el Monitoreo de Fauna Atropellada-REMFA,2020,1,1
Red Ecuatoriana Para el Monitoreo de Fauna Atropellada-REMFA,2021,5,2
Red Ecuatoriana Para el Monitoreo de Fauna Atropellada-REMFA,2022,1,1
Red Ecuatoriana de Ictiología,2021,1,1
Red Ecuatoriana de Psicología por la Diversidad LGBTI,2021,1,3
Red GRAAL,2007,1,1
Red GRAAL,2009,1,1
Red GRAAL,2010,1,1
Red GRAAL,2014,2,4
Red GRAAL,2015,1,2
Red GRAAL,2016,1,1
Red GRAAL,2017,2,2
Red GRAAL,2018,3,2
Red GRAAL,2019,3,2
Red GRAAL,2020,3,2
Red GRAAL,2021,4,1
Red GRAAL,2022,2,2
Red Hidrometeorológica,2018,1,1
Red Iberoamericana de Investigadores en Turismo y Territorio,2021,1,1
Red Iberoamericana de Propiedades Ffsicas de Alimentos para El Diseno Industriai (RIPFADI-CYTED),1989,1,1
Red Iberoamericana de Propiedades Ffsicas de Alimentos para El Diseno Industriai (RIPFADI-CYTED),1994,1,1
Red Iberoamericana de Propiedades Ffsicas de Alimentos para El Diseno Industriai (RIPFADI-CYTED),1995,1,1
Red Iberoamericana de Propiedades Ffsicas de Alimentos para El Diseno Industriai (RIPFADI-CYTED),2007,1,1
Red Internacional de Grupos de Investigación Asociados (REDGIA),2020,1,2
Red Internacional de Grupos de Investigación Asociados RED GIA (Representante Perú),2021,1,1
Red Internacional de Investigación RED GIA,2021,2,3
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2008,1,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2010,4,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2011,1,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2013,1,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2014,5,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2015,3,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2016,2,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2017,8,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2018,6,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2019,10,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2020,14,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2021,10,1
Red Latinoamericana de Implementación y Validación de Guías Clínicas Farmacogenómicas (RELIVAF-CYTED),2022,5,1
Red Sísmica del Austro,2017,1,1
Red Sísmica del Austro,2021,2,2
Red Sísmica del Austro,2022,1,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,1988,1,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,1990,1,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,1992,1,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,1993,2,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,1994,2,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,1998,1,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,1999,1,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2000,1,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2001,1,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2002,3,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2003,7,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2004,2,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2006,2,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2007,3,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2008,3,1
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2009,10,3
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2011,3,2
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2012,5,3
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2013,8,2
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2014,7,2
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2015,5,3
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2016,6,3
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2017,13,5
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2018,12,5
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2019,7,4
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2020,15,4
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2021,23,7
Red Universitaria Para la Investigación y Posgrados Vlir Network Ecuador,2022,11,6
Red de Monitoreo de Calidad del Aire de Cuenca-EMOV,2020,1,1
Red de Monitoreo de Calidad del Aire de Cuenca-EMOV,2022,1,1
Red de Prevenció n y Atenció n de la Violencia de Francisco de Orellana,2012,1,1
RedGIA,2021,1,2
Redes de Datos de la Universidad Tecnológica Empresarial de Guayaquil,2018,1,1
Refinería Esmeraldas EP,2017,1,1
Refinería Esmeraldas EP,2018,1,1
Refugio de Vida Silvestre Manglares El Morro,2018,1,2
Refugio de Vida Silvestre Manglares El Morro,2022,1,1
Regional Authonomous University of Andes (UNIANDES),2019,2,1
Regional Authonomous University of Andes (UNIANDES),2021,6,1
Regional Autonomous University of the Andes,2018,1,1
Regional Autonomous University of the Andes,2019,4,4
Regional Autonomous University of the Andes,2020,5,3
Regional Autonomous University of the Andes,2021,5,5
Regional Autonomous University of the Andes,2022,2,3
Regional Autonomous University of the Andes (UNIANDES),2016,1,1
Regional Autonomous University of the Andes (UNIANDES),2017,1,1
Regional Autonomous University of the Andes (UNIANDES),2018,12,1
Regional Autonomous University of the Andes (UNIANDES),2019,7,2
Regional Autonomous University of the Andes (UNIANDES),2020,24,3
Regional Autonomous University of the Andes (UNIANDES),2021,38,8
Regional Autonomous University of the Andes (UNIANDES),2022,15,4
Regional Autonomous University of the Andes (UNIANDES-Ibarra),2019,3,4
Regional Autonomous University of the Andes (UNIANDES-Ibarra),2020,2,1
Regional Autonomous University of the Andes (UNIANDES-Ibarra),2021,2,1
Regional Coordinator of the Latin American Centre,1996,1,1
Regional Coordinator of the Latin American Centre,1997,2,1
Regional Coordinator of the Latin American Centre,2004,1,1
Regional Hospital of Cuenca,2007,1,1
Regional Hospital of Cuenca,2017,1,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1988,1,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1990,1,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1991,1,4
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1992,4,4
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1993,6,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1994,3,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1995,3,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1996,5,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1997,7,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1998,10,3
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,1999,5,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2000,8,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2001,3,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2002,2,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2003,7,3
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2004,7,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2005,8,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2006,4,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2007,4,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2008,3,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2009,4,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2010,3,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2012,26,2
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2013,24,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2014,34,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2015,23,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2016,26,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2017,27,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2018,30,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2019,28,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2020,36,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2021,22,1
Regional Hospital of the Ecuadorian Institute of Social Security of Guayaquil,2022,16,1
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2004,1,1
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2005,2,1
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2006,2,1
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2007,3,1
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2010,1,1
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2018,1,2
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2019,4,2
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2020,1,1
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2021,2,1
Regional Initiative for Hydrological Monitoring of Andean Ecosystems,2022,5,1
Regional University of the Andes,2019,3,4
Regional University of the Andes,2020,3,2
Regional University of the Andes,2021,2,1
Regional University of the Andes,2022,1,1
Registro Nacional de Tumores,1996,2,4
Registro Nacional de Tumores,2015,1,1
Registro Nacional de Tumores,2016,2,2
Registro Nacional de Tumores,2017,2,1
Registro Nacional de Tumores,2018,1,3
Registro Nacional de Tumores,2019,1,2
Registro Nacional de Tumores,2021,2,1
Registro SENESCYT,2018,1,1
Renal Center,2022,1,2
Reproductive Health Center Branch,1988,1,3
Reproductive Health Center Branch,1989,1,3
Repsol,2020,1,7
Repsol Ecuador S.A,2018,1,3
Repsol YPF Ecuador,2004,1,3
Research,2003,3,2
Research,2005,1,1
Research,2009,1,1
Research,2010,1,1
Research,2011,1,1
Research,2012,1,1
Research,2013,1,2
Research,2014,1,1
Research,2015,3,5
Research,2016,5,8
Research,2017,13,9
Research,2018,16,8
Research,2019,11,5
Research,2020,18,5
Research,2021,20,2
Research,2022,18,2
Research Center,2018,2,1
Research Center,2019,3,1
Research Center,2020,4,3
Research Center,2021,6,2
Research Center,2022,5,4
Research Center of UTMACH,2017,3,1
Research Center of UTMACH,2020,1,1
Research Center of UTMACH,2021,1,1
Research Center on Mathematical Modelling (MODEMAT),2004,1,1
Research Center on Mathematical Modelling (MODEMAT),2005,1,1
Research Center on Mathematical Modelling (MODEMAT),2006,2,1
Research Center on Mathematical Modelling (MODEMAT),2007,2,1
Research Center on Mathematical Modelling (MODEMAT),2008,1,1
Research Center on Mathematical Modelling (MODEMAT),2009,3,1
Research Center on Mathematical Modelling (MODEMAT),2010,2,1
Research Center on Mathematical Modelling (MODEMAT),2012,2,1
Research Center on Mathematical Modelling (MODEMAT),2013,2,1
Research Center on Mathematical Modelling (MODEMAT),2014,3,1
Research Center on Mathematical Modelling (MODEMAT),2015,1,1
Research Center on Mathematical Modelling (MODEMAT),2016,4,1
Research Center on Mathematical Modelling (MODEMAT),2017,5,1
Research Center on Mathematical Modelling (MODEMAT),2018,1,1
Research Center on Mathematical Modelling (MODEMAT),2019,1,1
Research Center on Mathematical Modelling (MODEMAT),2020,3,1
Research Center on Mathematical Modelling (MODEMAT),2021,2,1
Research Center on Mathematical Modelling (MODEMAT),2022,1,1
Research Consultant,2015,1,1
Research Consultant,2020,1,1
Research Department,2017,1,1
Research Department,2018,1,1
Research Department,2019,1,1
Research Department,2020,1,1
Research Department,2021,1,1
Research Department,2022,2,1
Research Group E-CIER,2019,5,2
Research Group E-CIER,2020,4,2
Research Group E-CIER,2021,4,2
Research Group E-CIER,2022,5,2
Research Group in Software Engineering and Knowledge Engineering (GIISIC),2019,1,1
Research Group in Software Engineering and Knowledge Engineering (GIISIC),2021,1,1
Research Group in Software Engineering and Knowledge Engineering (GIISIC),2022,1,1
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2010,1,1
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2011,1,2
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2014,6,3
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2015,14,5
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2016,17,6
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2017,17,5
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2018,49,6
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2019,23,7
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2020,42,5
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2021,26,8
Research Group on Artificial Intelligence and Assistive Technologies GIIATa,2022,5,4
Research Group on Environmental Pollution (GICA),2015,1,1
Research Group on Environmental Pollution (GICA),2016,5,1
Research Group on Environmental Pollution (GICA),2017,2,1
Research Group on Environmental Pollution (GICA),2018,3,1
Research Group on Environmental Pollution (GICA),2019,6,1
Research Group on Environmental Pollution (GICA),2020,5,1
Research Group on Environmental Pollution (GICA),2021,2,1
Research Group on Environmental Pollution (GICA),2022,3,1
Research Group on Optimization,2004,1,1
Research Group on Optimization,2005,1,1
Research Group on Optimization,2006,2,1
Research Group on Optimization,2007,2,1
Research Group on Optimization,2008,1,1
Research Group on Optimization,2009,3,2
Research Group on Optimization,2010,2,2
Research Group on Optimization,2012,4,2
Research Group on Optimization,2013,2,2
Research Group on Optimization,2014,4,2
Research Group on Optimization,2015,1,1
Research Group on Optimization,2016,4,1
Research Group on Optimization,2017,6,2
Research Group on Optimization,2018,2,2
Research Group on Optimization,2019,1,1
Research Group on Optimization,2020,4,2
Research Group on Optimization,2021,4,2
Research Group on Optimization,2022,2,2
Research Group on Public Health,2014,1,1
Research Group on Public Health,2015,6,1
Research Group on Public Health,2016,7,2
Research Group on Public Health,2017,4,2
Research Group on Public Health,2018,10,2
Research Group on Public Health,2019,7,2
Research Group on Public Health,2020,3,3
Research Group on Public Health,2021,5,1
Research Group on Public Health,2022,4,4
Research Institute for Development,2003,2,3
Research Institute for Development,2008,3,1
Research Institute for Development,2010,1,1
Research Institute for Development,2013,2,1
Research Interinstitucional Group NEUROSINAPSIS I+D+i,2009,1,1
Research Interinstitucional Group NEUROSINAPSIS I+D+i,2015,1,1
Research Interinstitucional Group NEUROSINAPSIS I+D+i,2017,2,1
